giornata,partita,titolari
6,Napoli,Raspadori
6,Napoli,Kvaratskhelia
6,Spezia,Gyasi
6,Spezia,Reca
6,Spezia,Bastoni S.
6,Spezia,Bourabia
6,Spezia,Agudelo
6,Spezia,Holm
6,Spezia,Nikolaou
6,Spezia,Kiwior
6,Spezia,Ampadu
6,Spezia,Dragowski
6,Inter,Handanovic
6,Inter,Skriniar
6,Inter,De Vrij
6,Inter,Dimarco
6,Inter,Dumfries
6,Inter,Barella
6,Inter,Brozovic
6,Inter,Calhanoglu
6,Inter,Darmian
6,Inter,Martinez L.
6,Inter,Dzeko
6,Torino,Vlasic
6,Torino,Seck
6,Torino,Vojvoda
6,Torino,Linetty
6,Torino,Lukic
6,Torino,Lazaro
6,Torino,Rodriguez R.
6,Torino,Buongiorno
6,Torino,Djidji
6,Torino,Milinkovic-Savic V.
6,Sampdoria,Audero
6,Sampdoria,Bereszynski
6,Sampdoria,Ferrari A.
6,Sampdoria,Murillo
6,Sampdoria,Augello
6,Sampdoria,Leris
6,Sampdoria,Rincon
6,Sampdoria,Villar
6,Sampdoria,Sabiri
6,Sampdoria,Djuricic
6,Sampdoria,Caputo
6,Milan,Rafael Leao
6,Milan,De Ketelaere
6,Milan,Messias
6,Milan,Tonali
6,Milan,Pobega
6,Milan,Hernandez T.
6,Milan,Kjaer
6,Milan,Kalulu
6,Milan,Calabria
6,Milan,Maignan
6,Atalanta,Musso
6,Atalanta,Toloi
6,Atalanta,Demiral
6,Atalanta,Okoli
6,Atalanta,Hateboer
6,Atalanta,De Roon
6,Atalanta,Koopmeiners
6,Atalanta,Soppy
6,Atalanta,Malinovskyi
6,Atalanta,Lookman
6,Atalanta,Muriel
6,Cremonese,Okereke
6,Cremonese,Pickel
6,Cremonese,Valeri
6,Cremonese,Escalante
6,Cremonese,Meite'
6,Cremonese,Sernicola
6,Cremonese,Lochoshvili
6,Cremonese,Chiriches
6,Cremonese,Aiwu
6,Cremonese,Radu I.
6,Bologna,Skorupski
6,Bologna,Posch
6,Bologna,Medel
6,Bologna,Lucumi'
6,Bologna,Kasius
6,Bologna,Aebischer
6,Bologna,Schouten
6,Bologna,Soriano
6,Bologna,Cambiaso
6,Bologna,Arnautovic
6,Bologna,Barrow
6,Fiorentina,Jovic
6,Fiorentina,Kouame'
6,Fiorentina,Barak
6,Fiorentina,Amrabat
6,Fiorentina,Bonaventura
6,Fiorentina,Biraghi
6,Fiorentina,Igor
6,Fiorentina,Martinez Quarta
6,Fiorentina,Dodo'
6,Fiorentina,Terracciano
6,Lecce,Falcone
6,Lecce,Gendrey
6,Lecce,Pongracic
6,Lecce,Baschirotto
6,Lecce,Pezzella Giu.
6,Lecce,Bistrovic
6,Lecce,Hjulmand
6,Lecce,Helgason
6,Lecce,Di Francesco F.
6,Lecce,Ceesay
6,Lecce,Banda
6,Monza,Caprari
6,Monza,Carlos Augusto
6,Monza,Sensi
6,Monza,Rovella
6,Monza,Pessina
6,Monza,Birindelli
6,Monza,Izzo
6,Monza,Mari'
6,Monza,Marlon
6,Monza,Di Gregorio
6,Sassuolo,Consigli
6,Sassuolo,Toljan
6,Sassuolo,Ruan
6,Sassuolo,Ferrari G.
6,Sassuolo,Rogerio
6,Sassuolo,Frattesi
6,Sassuolo,Lopez M.
6,Sassuolo,Matheus Henrique
6,Sassuolo,Lauriente'
6,Sassuolo,Pinamonti
6,Sassuolo,Kyriakopoulos
6,Udinese,Success
6,Udinese,Udogie
6,Udinese,Lovric
6,Udinese,Walace
6,Udinese,Arslan
6,Udinese,Pereyra
6,Udinese,Perez N.
6,Udinese,Ebosse
6,Udinese,Rodrigo Becao
6,Udinese,Silvestri
6,Lazio,Provedel
6,Lazio,Lazzari
6,Lazio,Patric
6,Lazio,Casale
6,Lazio,Marusic
6,Lazio,Milinkovic-Savic
6,Lazio,Marcos Antonio
6,Lazio,Basic
6,Lazio,Felipe Anderson
6,Lazio,Immobile
6,Lazio,Zaccagni
6,Verona,Lasagna
6,Verona,Lazovic
6,Verona,Doig
6,Verona,Miguel Veloso
6,Verona,Ilic
6,Verona,Terracciano F.
6,Verona,Coppola D.
6,Verona,Hien
6,Verona,Ceccherini
6,Verona,Montipo'
6,Juventus,Perin
6,Juventus,Cuadrado
6,Juventus,Bremer
6,Juventus,Bonucci
6,Juventus,De Sciglio
6,Juventus,Mckennie
6,Juventus,Paredes
6,Juventus,Miretti
6,Juventus,Kean
6,Juventus,Vlahovic
6,Juventus,Kostic
6,Salernitana,Dia
6,Salernitana,Mazzocchi
6,Salernitana,Vilhena
6,Salernitana,Coulibaly L.
6,Salernitana,Maggiore
6,Salernitana,Candreva
6,Salernitana,Bronn
6,Salernitana,Fazio
6,Salernitana,Daniliuc
6,Salernitana,Sepe
6,Empoli,Vicario
6,Empoli,Stojanovic
6,Empoli,Ismajli
6,Empoli,Luperto
6,Empoli,Parisi
6,Empoli,Haas
6,Empoli,Marin
6,Empoli,Bandinelli
6,Empoli,Pjaca
6,Empoli,Lammers
6,Empoli,Satriano
6,Roma,Pellegrini Lo.
6,Roma,Dybala
6,Roma,Spinazzola
6,Roma,Matic
6,Roma,Cristante
6,Roma,Celik
6,Roma,Ibanez
6,Roma,Smalling
6,Roma,Mancini
6,Roma,Rui Patricio
7,Salernitana,Sepe
7,Salernitana,Bronn
7,Salernitana,Daniliuc
7,Salernitana,Gyomber
7,Salernitana,Candreva
7,Salernitana,Coulibaly L.
7,Salernitana,Maggiore
7,Salernitana,Vilhena
7,Salernitana,Mazzocchi
7,Salernitana,Dia
7,Salernitana,Piatek
7,Lecce,Ceesay
7,Lecce,Di Francesco F.
7,Lecce,Askildsen
7,Lecce,Hjulmand
7,Lecce,Gonzalez J.
7,Lecce,Pezzella Giu.
7,Lecce,Baschirotto
7,Lecce,Pongracic
7,Lecce,Gendrey
7,Lecce,Falcone
7,Bologna,Skorupski
7,Bologna,De Silvestri
7,Bologna,Posch
7,Bologna,Lucumi'
7,Bologna,Cambiaso
7,Bologna,Medel
7,Bologna,Schouten
7,Bologna,Orsolini
7,Bologna,Soriano
7,Bologna,Barrow
7,Bologna,Arnautovic
7,Empoli,Lammers
7,Empoli,Bajrami
7,Empoli,Bandinelli
7,Empoli,Marin
7,Empoli,Haas
7,Empoli,Parisi
7,Empoli,Luperto
7,Empoli,Ismajli
7,Empoli,Stojanovic
7,Empoli,Vicario
7,Spezia,Dragowski
7,Spezia,Ampadu
7,Spezia,Kiwior
7,Spezia,Nikolaou
7,Spezia,Holm
7,Spezia,Kovalenko
7,Spezia,Bourabia
7,Spezia,Bastoni S.
7,Spezia,Reca
7,Spezia,Gyasi
7,Spezia,Nzola
7,Sampdoria,Djuricic
7,Sampdoria,Sabiri
7,Sampdoria,Leris
7,Sampdoria,Villar
7,Sampdoria,Rincon
7,Sampdoria,Augello
7,Sampdoria,Murillo
7,Sampdoria,Ferrari A.
7,Sampdoria,Bereszynski
7,Sampdoria,Audero
7,Torino,Milinkovic-Savic V.
7,Torino,Buongiorno
7,Torino,Schuurs
7,Torino,Djidji
7,Torino,Singo
7,Torino,Lukic
7,Torino,Linetty
7,Torino,Lazaro
7,Torino,Radonjic
7,Torino,Vlasic
7,Torino,Seck
7,Sassuolo,Pinamonti
7,Sassuolo,D'andrea
7,Sassuolo,Harroui
7,Sassuolo,Lopez M.
7,Sassuolo,Frattesi
7,Sassuolo,Rogerio
7,Sassuolo,Ferrari G.
7,Sassuolo,Ayhan
7,Sassuolo,Toljan
7,Sassuolo,Consigli
7,Udinese,Silvestri
7,Udinese,Rodrigo Becao
7,Udinese,Bijol
7,Udinese,Perez N.
7,Udinese,Pereyra
7,Udinese,Lovric
7,Udinese,Walace
7,Udinese,Makengo
7,Udinese,Udogie
7,Udinese,Deulofeu
7,Udinese,Beto
7,Inter,Dzeko
7,Inter,Darmian
7,Inter,Mkhitaryan
7,Inter,Brozovic
7,Inter,Barella
7,Inter,Dumfries
7,Inter,Bastoni
7,Inter,Acerbi
7,Inter,Skriniar
7,Inter,Handanovic
7,Cremonese,Radu I.
7,Cremonese,Aiwu
7,Cremonese,Chiriches
7,Cremonese,Lochoshvili
7,Cremonese,Sernicola
7,Cremonese,Escalante
7,Cremonese,Meite'
7,Cremonese,Valeri
7,Cremonese,Zanimacchia
7,Cremonese,Dessers
7,Cremonese,Okereke
7,Lazio,Immobile
7,Lazio,Felipe Anderson
7,Lazio,Vecino
7,Lazio,Cataldi
7,Lazio,Milinkovic-Savic
7,Lazio,Marusic
7,Lazio,Casale
7,Lazio,Patric
7,Lazio,Hysaj
7,Lazio,Provedel
7,Fiorentina,Terracciano
7,Fiorentina,Venuti
7,Fiorentina,Martinez Quarta
7,Fiorentina,Ranieri L.
7,Fiorentina,Biraghi
7,Fiorentina,Barak
7,Fiorentina,Amrabat
7,Fiorentina,Mandragora
7,Fiorentina,Ikone'
7,Fiorentina,Kouame'
7,Fiorentina,Sottil
7,Verona,Lasagna
7,Verona,Hrustic
7,Verona,Lazovic
7,Verona,Ilic
7,Verona,Tameze
7,Verona,Depaoli
7,Verona,Coppola D.
7,Verona,Gunter
7,Verona,Hien
7,Verona,Montipo'
7,Monza,Di Gregorio
7,Monza,Marlon
7,Monza,Mari'
7,Monza,Izzo
7,Monza,Ciurria
7,Monza,Rovella
7,Monza,Sensi
7,Monza,Carlos Augusto
7,Monza,Pessina
7,Monza,Mota
7,Monza,Caprari
7,Juventus,Vlahovic
7,Juventus,Di Maria
7,Juventus,Miretti
7,Juventus,Paredes
7,Juventus,Mckennie
7,Juventus,Danilo
7,Juventus,Bremer
7,Juventus,Gatti
7,Juventus,De Sciglio
7,Juventus,Perin
7,Roma,Rui Patricio
7,Roma,Mancini
7,Roma,Smalling
7,Roma,Ibanez
7,Roma,Celik
7,Roma,Matic
7,Roma,Cristante
7,Roma,Spinazzola
7,Roma,Zaniolo
7,Roma,Pellegrini Lo.
7,Roma,Abraham
7,Atalanta,Pasalic
7,Atalanta,Ederson D.s.
7,Atalanta,Maehle
7,Atalanta,Koopmeiners
7,Atalanta,De Roon
7,Atalanta,Hateboer
7,Atalanta,Scalvini
7,Atalanta,Demiral
7,Atalanta,Toloi
7,Atalanta,Musso
7,Milan,Maignan
7,Milan,Calabria
7,Milan,Kjaer
7,Milan,Tomori
7,Milan,Hernandez T.
7,Milan,Tonali
7,Milan,Bennacer
7,Milan,Krunic
7,Milan,De Ketelaere
7,Milan,Saelemaekers
7,Milan,Giroud
7,Napoli,Raspadori
7,Napoli,Politano
7,Napoli,Zielinski
7,Napoli,Lobotka
7,Napoli,Zambo Anguissa
7,Napoli,Mario Rui
7,Napoli,Kim
7,Napoli,Rrahmani
7,Napoli,Di Lorenzo
7,Napoli,Meret
8,Napoli,Meret
8,Napoli,Di Lorenzo
8,Napoli,Rrahmani
8,Napoli,Kim
8,Napoli,Mario Rui
8,Napoli,Zambo Anguissa
8,Napoli,Lobotka
8,Napoli,Zielinski
8,Napoli,Politano
8,Napoli,Raspadori
8,Napoli,Kvaratskhelia
8,Torino,Miranchuk
8,Torino,Vlasic
8,Torino,Lazaro
8,Torino,Linetty
8,Torino,Lukic
8,Torino,Singo
8,Torino,Rodriguez R.
8,Torino,Buongiorno
8,Torino,Djidji
8,Torino,Milinkovic-Savic V.
8,Inter,Handanovic
8,Inter,Skriniar
8,Inter,Acerbi
8,Inter,Bastoni
8,Inter,Dumfries
8,Inter,Barella
8,Inter,Asllani
8,Inter,Calhanoglu
8,Inter,Dimarco
8,Inter,Martinez L.
8,Inter,Dzeko
8,Roma,Pellegrini Lo.
8,Roma,Zaniolo
8,Roma,Spinazzola
8,Roma,Cristante
8,Roma,Matic
8,Roma,Celik
8,Roma,Ibanez
8,Roma,Smalling
8,Roma,Mancini
8,Roma,Rui Patricio
8,Empoli,Vicario
8,Empoli,Stojanovic
8,Empoli,De Winter
8,Empoli,Luperto
8,Empoli,Parisi
8,Empoli,Haas
8,Empoli,Grassi
8,Empoli,Henderson L.
8,Empoli,Pjaca
8,Empoli,Lammers
8,Empoli,Satriano
8,Milan,Rafael Leao
8,Milan,De Ketelaere
8,Milan,Saelemaekers
8,Milan,Bennacer
8,Milan,Tonali
8,Milan,Ballo-Toure'
8,Milan,Tomori
8,Milan,Kjaer
8,Milan,Calabria
8,Milan,Tatarusanu
8,Lazio,Provedel
8,Lazio,Lazzari
8,Lazio,Patric
8,Lazio,Romagnoli
8,Lazio,Marusic
8,Lazio,Milinkovic-Savic
8,Lazio,Cataldi
8,Lazio,Luis Alberto
8,Lazio,Felipe Anderson
8,Lazio,Immobile
8,Lazio,Zaccagni
8,Spezia,Gyasi
8,Spezia,Bastoni S.
8,Spezia,Bourabia
8,Spezia,Ellertsson
8,Spezia,Kiwior
8,Spezia,Nikolaou
8,Spezia,Caldara
8,Spezia,Ampadu
8,Spezia,Holm
8,Spezia,Dragowski
8,Lecce,Falcone
8,Lecce,Gendrey
8,Lecce,Pongracic
8,Lecce,Baschirotto
8,Lecce,Gallo
8,Lecce,Gonzalez J.
8,Lecce,Hjulmand
8,Lecce,Askildsen
8,Lecce,Strefezza
8,Lecce,Colombo
8,Lecce,Banda
8,Cremonese,Okereke
8,Cremonese,Pickel
8,Cremonese,Zanimacchia
8,Cremonese,Castagnetti
8,Cremonese,Ascacibar
8,Cremonese,Valeri
8,Cremonese,Lochoshvili
8,Cremonese,Bianchetti
8,Cremonese,Sernicola
8,Cremonese,Radu I.
8,Sampdoria,Audero
8,Sampdoria,Bereszynski
8,Sampdoria,Murillo
8,Sampdoria,Colley
8,Sampdoria,Augello
8,Sampdoria,Rincon
8,Sampdoria,Villar
8,Sampdoria,Djuricic
8,Sampdoria,Sabiri
8,Sampdoria,Caputo
8,Sampdoria,Gabbiadini
8,Monza,Caprari
8,Monza,Pessina
8,Monza,Carlos Augusto
8,Monza,Sensi
8,Monza,Rovella
8,Monza,Ciurria
8,Monza,Caldirola
8,Monza,Mari'
8,Monza,Izzo
8,Monza,Di Gregorio
8,Sassuolo,Consigli
8,Sassuolo,Toljan
8,Sassuolo,Erlic
8,Sassuolo,Ferrari G.
8,Sassuolo,Rogerio
8,Sassuolo,Frattesi
8,Sassuolo,Lopez M.
8,Sassuolo,Thorstvedt
8,Sassuolo,Ceide
8,Sassuolo,Pinamonti
8,Sassuolo,Lauriente'
8,Salernitana,Piatek
8,Salernitana,Mazzocchi
8,Salernitana,Vilhena
8,Salernitana,Maggiore
8,Salernitana,Coulibaly L.
8,Salernitana,Candreva
8,Salernitana,Lovato
8,Salernitana,Daniliuc
8,Salernitana,Bronn
8,Salernitana,Sepe
8,Atalanta,Sportiello
8,Atalanta,Toloi
8,Atalanta,Okoli
8,Atalanta,Scalvini
8,Atalanta,Hateboer
8,Atalanta,De Roon
8,Atalanta,Koopmeiners
8,Atalanta,Soppy
8,Atalanta,Ederson D.s.
8,Atalanta,Lookman
8,Atalanta,Muriel
8,Fiorentina,Kouame'
8,Fiorentina,Ikone'
8,Fiorentina,Barak
8,Fiorentina,Mandragora
8,Fiorentina,Bonaventura
8,Fiorentina,Biraghi
8,Fiorentina,Igor
8,Fiorentina,Martinez Quarta
8,Fiorentina,Venuti
8,Fiorentina,Terracciano
8,Juventus,Szczesny
8,Juventus,Danilo
8,Juventus,Bonucci
8,Juventus,Bremer
8,Juventus,Alex Sandro
8,Juventus,Mckennie
8,Juventus,Locatelli
8,Juventus,Rabiot
8,Juventus,Kostic
8,Juventus,Milik
8,Juventus,Vlahovic
8,Bologna,Orsolini
8,Bologna,Soriano
8,Bologna,Sansone
8,Bologna,Dominguez
8,Bologna,Schouten
8,Bologna,Lykogiannis
8,Bologna,Bonifazi
8,Bologna,Sosa
8,Bologna,De Silvestri
8,Bologna,Skorupski
8,Verona,Montipo'
8,Verona,Hien
8,Verona,Gunter
8,Verona,Ceccherini
8,Verona,Lazovic
8,Verona,Tameze
8,Verona,Miguel Veloso
8,Verona,Doig
8,Verona,Verdi
8,Verona,Piccoli
8,Verona,Henry
8,Udinese,Success
8,Udinese,Udogie
8,Udinese,Makengo
8,Udinese,Walace
8,Udinese,Lovric
8,Udinese,Pereyra
8,Udinese,Perez N.
8,Udinese,Bijol
8,Udinese,Rodrigo Becao
8,Udinese,Silvestri
9,Sassuolo,Consigli
9,Sassuolo,Toljan
9,Sassuolo,Erlic
9,Sassuolo,Ferrari G.
9,Sassuolo,Rogerio
9,Sassuolo,Frattesi
9,Sassuolo,Lopez M.
9,Sassuolo,Thorstvedt
9,Sassuolo,Ceide
9,Sassuolo,Pinamonti
9,Sassuolo,Lauriente'
9,Inter,Dzeko
9,Inter,Dimarco
9,Inter,Calhanoglu
9,Inter,Asllani
9,Inter,Barella
9,Inter,Dumfries
9,Inter,Bastoni
9,Inter,Acerbi
9,Inter,D'ambrosio
9,Inter,Onana
9,Milan,Tatarusanu
9,Milan,Kalulu
9,Milan,Gabbia
9,Milan,Tomori
9,Milan,Hernandez T.
9,Milan,Pobega
9,Milan,Bennacer
9,Milan,Tonali
9,Milan,Diaz B.
9,Milan,Giroud
9,Milan,Rafael Leao
9,Juventus,Vlahovic
9,Juventus,Kostic
9,Juventus,Rabiot
9,Juventus,Locatelli
9,Juventus,Cuadrado
9,Juventus,Alex Sandro
9,Juventus,Bremer
9,Juventus,Bonucci
9,Juventus,Danilo
9,Juventus,Szczesny
9,Bologna,Skorupski
9,Bologna,Cambiaso
9,Bologna,Soumaoro
9,Bologna,Lucumi'
9,Bologna,Lykogiannis
9,Bologna,Medel
9,Bologna,Schouten
9,Bologna,Aebischer
9,Bologna,Dominguez
9,Bologna,Orsolini
9,Bologna,Arnautovic
9,Sampdoria,Caputo
9,Sampdoria,Djuricic
9,Sampdoria,Sabiri
9,Sampdoria,Vieira
9,Sampdoria,Rincon
9,Sampdoria,Augello
9,Sampdoria,Colley
9,Sampdoria,Murillo
9,Sampdoria,Bereszynski
9,Sampdoria,Audero
9,Torino,Milinkovic-Savic V.
9,Torino,Djidji
9,Torino,Schuurs
9,Torino,Rodriguez R.
9,Torino,Aina
9,Torino,Lukic
9,Torino,Linetty
9,Torino,Lazaro
9,Torino,Miranchuk
9,Torino,Vlasic
9,Torino,Sanabria
9,Empoli,Cambiaghi
9,Empoli,Bajrami
9,Empoli,Bandinelli
9,Empoli,Marin
9,Empoli,Haas
9,Empoli,Parisi
9,Empoli,Luperto
9,Empoli,De Winter
9,Empoli,Ebuehi
9,Empoli,Vicario
9,Monza,Di Gregorio
9,Monza,Izzo
9,Monza,Mari'
9,Monza,Caldirola
9,Monza,Ciurria
9,Monza,Rovella
9,Monza,Sensi
9,Monza,Carlos Augusto
9,Monza,Pessina
9,Monza,Caprari
9,Monza,Gytkjaer
9,Spezia,Nzola
9,Spezia,Bastoni S.
9,Spezia,Agudelo
9,Spezia,Kovalenko
9,Spezia,Bourabia
9,Spezia,Holm
9,Spezia,Nikolaou
9,Spezia,Kiwior
9,Spezia,Ampadu
9,Spezia,Dragowski
9,Salernitana,Sepe
9,Salernitana,Gyomber
9,Salernitana,Daniliuc
9,Salernitana,Pirola
9,Salernitana,Candreva
9,Salernitana,Coulibaly L.
9,Salernitana,Radovanovic
9,Salernitana,Maggiore
9,Salernitana,Mazzocchi
9,Salernitana,Bonazzoli
9,Salernitana,Piatek
9,Verona,Verdi
9,Verona,Hrustic
9,Verona,Doig
9,Verona,Miguel Veloso
9,Verona,Tameze
9,Verona,Depaoli
9,Verona,Ceccherini
9,Verona,Gunter
9,Verona,Hien
9,Verona,Montipo'
9,Udinese,Silvestri
9,Udinese,Perez N.
9,Udinese,Bijol
9,Udinese,Ebosse
9,Udinese,Pereyra
9,Udinese,Lovric
9,Udinese,Walace
9,Udinese,Makengo
9,Udinese,Udogie
9,Udinese,Beto
9,Udinese,Deulofeu
9,Atalanta,Pasalic
9,Atalanta,Lookman
9,Atalanta,Maehle
9,Atalanta,De Roon
9,Atalanta,Koopmeiners
9,Atalanta,Hateboer
9,Atalanta,Okoli
9,Atalanta,Demiral
9,Atalanta,Scalvini
9,Atalanta,Sportiello
9,Cremonese,Radu I.
9,Cremonese,Sernicola
9,Cremonese,Bianchetti
9,Cremonese,Lochoshvili
9,Cremonese,Quagliata
9,Cremonese,Ascacibar
9,Cremonese,Meite'
9,Cremonese,Valeri
9,Cremonese,Zanimacchia
9,Cremonese,Afena-Gyan
9,Cremonese,Dessers
9,Napoli,Raspadori
9,Napoli,Politano
9,Napoli,Ndombele'
9,Napoli,Lobotka
9,Napoli,Zambo Anguissa
9,Napoli,Mario Rui
9,Napoli,Kim
9,Napoli,Rrahmani
9,Napoli,Di Lorenzo
9,Napoli,Meret
9,Roma,Rui Patricio
9,Roma,Mancini
9,Roma,Smalling
9,Roma,Ibanez
9,Roma,Zalewski
9,Roma,Cristante
9,Roma,Pellegrini Lo.
9,Roma,Vina
9,Roma,Dybala
9,Roma,Zaniolo
9,Roma,Belotti
9,Lecce,Ceesay
9,Lecce,Strefezza
9,Lecce,Askildsen
9,Lecce,Hjulmand
9,Lecce,Gonzalez J.
9,Lecce,Pezzella Giu.
9,Lecce,Umtiti
9,Lecce,Baschirotto
9,Lecce,Gendrey
9,Lecce,Falcone
9,Fiorentina,Terracciano
9,Fiorentina,Dodo'
9,Fiorentina,Martinez Quarta
9,Fiorentina,Igor
9,Fiorentina,Biraghi
9,Fiorentina,Bonaventura
9,Fiorentina,Amrabat
9,Fiorentina,Mandragora
9,Fiorentina,Ikone'
9,Fiorentina,Jovic
9,Fiorentina,Kouame'
9,Lazio,Immobile
9,Lazio,Felipe Anderson
9,Lazio,Vecino
9,Lazio,Marcos Antonio
9,Lazio,Milinkovic-Savic
9,Lazio,Marusic
9,Lazio,Romagnoli
9,Lazio,Patric
9,Lazio,Lazzari
9,Lazio,Provedel
10,Empoli,Vicario
10,Empoli,Stojanovic
10,Empoli,De Winter
10,Empoli,Luperto
10,Empoli,Parisi
10,Empoli,Haas
10,Empoli,Henderson L.
10,Empoli,Bandinelli
10,Empoli,Baldanzi
10,Empoli,Destro
10,Empoli,Satriano
10,Monza,Gytkjaer
10,Monza,Carlos Augusto
10,Monza,Pessina
10,Monza,Sensi
10,Monza,Rovella
10,Monza,Ciurria
10,Monza,Caldirola
10,Monza,Mari'
10,Monza,Marlon
10,Monza,Di Gregorio
10,Torino,Milinkovic-Savic V.
10,Torino,Djidji
10,Torino,Schuurs
10,Torino,Rodriguez R.
10,Torino,Aina
10,Torino,Lukic
10,Torino,Linetty
10,Torino,Lazaro
10,Torino,Miranchuk
10,Torino,Vlasic
10,Torino,Radonjic
10,Juventus,Kean
10,Juventus,Kostic
10,Juventus,Rabiot
10,Juventus,Locatelli
10,Juventus,Mckennie
10,Juventus,Cuadrado
10,Juventus,Alex Sandro
10,Juventus,Bremer
10,Juventus,Danilo
10,Juventus,Szczesny
10,Atalanta,Sportiello
10,Atalanta,Scalvini
10,Atalanta,Demiral
10,Atalanta,Okoli
10,Atalanta,Soppy
10,Atalanta,De Roon
10,Atalanta,Koopmeiners
10,Atalanta,Maehle
10,Atalanta,Pasalic
10,Atalanta,Lookman
10,Atalanta,Muriel
10,Sassuolo,Pinamonti
10,Sassuolo,D'andrea
10,Sassuolo,Thorstvedt
10,Sassuolo,Lopez M.
10,Sassuolo,Frattesi
10,Sassuolo,Rogerio
10,Sassuolo,Ferrari G.
10,Sassuolo,Erlic
10,Sassuolo,Toljan
10,Sassuolo,Consigli
10,Inter,Onana
10,Inter,Skriniar
10,Inter,De Vrij
10,Inter,Acerbi
10,Inter,Dumfries
10,Inter,Barella
10,Inter,Calhanoglu
10,Inter,Mkhitaryan
10,Inter,Dimarco
10,Inter,Dzeko
10,Inter,Martinez L.
10,Salernitana,Dia
10,Salernitana,Mazzocchi
10,Salernitana,Kastanos
10,Salernitana,Vilhena
10,Salernitana,Coulibaly L.
10,Salernitana,Candreva
10,Salernitana,Pirola
10,Salernitana,Daniliuc
10,Salernitana,Gyomber
10,Salernitana,Sepe
10,Lazio,Provedel
10,Lazio,Lazzari
10,Lazio,Casale
10,Lazio,Romagnoli
10,Lazio,Marusic
10,Lazio,Milinkovic-Savic
10,Lazio,Cataldi
10,Lazio,Vecino
10,Lazio,Felipe Anderson
10,Lazio,Immobile
10,Lazio,Zaccagni
10,Udinese,Beto
10,Udinese,Udogie
10,Udinese,Makengo
10,Udinese,Walace
10,Udinese,Samardzic
10,Udinese,Pereyra
10,Udinese,Perez N.
10,Udinese,Bijol
10,Udinese,Rodrigo Becao
10,Udinese,Silvestri
10,Spezia,Dragowski
10,Spezia,Amian
10,Spezia,Ampadu
10,Spezia,Caldara
10,Spezia,Nikolaou
10,Spezia,Bourabia
10,Spezia,Kiwior
10,Spezia,Agudelo
10,Spezia,Holm
10,Spezia,Nzola
10,Spezia,Gyasi
10,Cremonese,Okereke
10,Cremonese,Pickel
10,Cremonese,Zanimacchia
10,Cremonese,Meite'
10,Cremonese,Castagnetti
10,Cremonese,Valeri
10,Cremonese,Lochoshvili
10,Cremonese,Bianchetti
10,Cremonese,Sernicola
10,Cremonese,Carnesecchi
10,Napoli,Meret
10,Napoli,Di Lorenzo
10,Napoli,Kim
10,Napoli,Juan Jesus
10,Napoli,Mario Rui
10,Napoli,Zielinski
10,Napoli,Lobotka
10,Napoli,Ndombele'
10,Napoli,Politano
10,Napoli,Raspadori
10,Napoli,Kvaratskhelia
10,Bologna,Barrow
10,Bologna,Dominguez
10,Bologna,Ferguson
10,Bologna,Aebischer
10,Bologna,Medel
10,Bologna,Cambiaso
10,Bologna,Lucumi'
10,Bologna,Bonifazi
10,Bologna,Posch
10,Bologna,Skorupski
10,Verona,Montipo'
10,Verona,Hien
10,Verona,Gunter
10,Verona,Magnani
10,Verona,Faraoni
10,Verona,Miguel Veloso
10,Verona,Tameze
10,Verona,Depaoli
10,Verona,Hrustic
10,Verona,Verdi
10,Verona,Henry
10,Milan,Rafael Leao
10,Milan,Diaz B.
10,Milan,Krunic
10,Milan,Tonali
10,Milan,Adli
10,Milan,Hernandez T.
10,Milan,Tomori
10,Milan,Gabbia
10,Milan,Kalulu
10,Milan,Tatarusanu
10,Sampdoria,Audero
10,Sampdoria,Bereszynski
10,Sampdoria,Colley
10,Sampdoria,Ferrari A.
10,Sampdoria,Augello
10,Sampdoria,Villar
10,Sampdoria,Rincon
10,Sampdoria,Leris
10,Sampdoria,Gabbiadini
10,Sampdoria,Djuricic
10,Sampdoria,Caputo
10,Roma,Abraham
10,Roma,El Shaarawy
10,Roma,Pellegrini Lo.
10,Roma,Camara Ma.
10,Roma,Cristante
10,Roma,Zalewski
10,Roma,Ibanez
10,Roma,Smalling
10,Roma,Mancini
10,Roma,Rui Patricio
10,Lecce,Falcone
10,Lecce,Baschirotto
10,Lecce,Pongracic
10,Lecce,Umtiti
10,Lecce,Gallo
10,Lecce,Gonzalez J.
10,Lecce,Blin
10,Lecce,Askildsen
10,Lecce,Strefezza
10,Lecce,Ceesay
10,Lecce,Banda
10,Fiorentina,Jovic
10,Fiorentina,Gonzalez N.
10,Fiorentina,Barak
10,Fiorentina,Mandragora
10,Fiorentina,Bonaventura
10,Fiorentina,Biraghi
10,Fiorentina,Igor
10,Fiorentina,Martinez Quarta
10,Fiorentina,Dodo'
10,Fiorentina,Terracciano
11,Juventus,Szczesny
11,Juventus,Rugani
11,Juventus,Bonucci
11,Juventus,Danilo
11,Juventus,Cuadrado
11,Juventus,Mckennie
11,Juventus,Locatelli
11,Juventus,Rabiot
11,Juventus,Kostic
11,Juventus,Vlahovic
11,Juventus,Kean
11,Empoli,Destro
11,Empoli,Pjaca
11,Empoli,Bandinelli
11,Empoli,Marin
11,Empoli,Haas
11,Empoli,Parisi
11,Empoli,Luperto
11,Empoli,De Winter
11,Empoli,Stojanovic
11,Empoli,Vicario
11,Salernitana,Sepe
11,Salernitana,Gyomber
