giornata,partita,titolari
16,Sampdoria,Augello
16,Sampdoria,Vieira
16,Sampdoria,Rincon
16,Sampdoria,Leris
16,Sampdoria,Amione
16,Sampdoria,Nuytinck
16,Sampdoria,Bereszynski
16,Sampdoria,Audero
16,Spezia,Zoet
16,Spezia,Amian
16,Spezia,Kiwior
16,Spezia,Nikolaou
16,Spezia,Holm
16,Spezia,Bourabia
16,Spezia,Ampadu
16,Spezia,Bastoni S.
16,Spezia,Reca
16,Spezia,Nzola
16,Spezia,Gyasi
16,Atalanta,Lookman
16,Atalanta,Koopmeiners
16,Atalanta,Ruggeri
16,Atalanta,Ederson D.s.
16,Atalanta,De Roon
16,Atalanta,Maehle
16,Atalanta,Scalvini
16,Atalanta,Palomino
16,Atalanta,Toloi
16,Atalanta,Sportiello
16,Torino,Milinkovic-Savic V.
16,Torino,Djidji
16,Torino,Schuurs
16,Torino,Rodriguez R.
16,Torino,Lazaro
16,Torino,Lukic
16,Torino,Ricci S.
16,Torino,Vojvoda
16,Torino,Radonjic
16,Torino,Miranchuk
16,Torino,Vlasic
16,Verona,Kallon
16,Verona,Lazovic
16,Verona,Doig
16,Verona,Tameze
16,Verona,Sulemana I.
16,Verona,Depaoli
16,Verona,Hien
16,Verona,Dawidowicz
16,Verona,Ceccherini
16,Verona,Montipo'
16,Lecce,Falcone
16,Lecce,Gendrey
16,Lecce,Baschirotto
16,Lecce,Umtiti
16,Lecce,Gallo
16,Lecce,Blin
16,Lecce,Hjulmand
16,Lecce,Gonzalez J.
16,Lecce,Strefezza
16,Lecce,Colombo
16,Lecce,Banda
16,Lazio,Immobile
16,Lazio,Pedro
16,Lazio,Basic
16,Lazio,Cataldi
16,Lazio,Milinkovic-Savic
16,Lazio,Marusic
16,Lazio,Romagnoli
16,Lazio,Casale
16,Lazio,Lazzari
16,Lazio,Provedel
16,Roma,Rui Patricio
16,Roma,Mancini
16,Roma,Smalling
16,Roma,Ibanez
16,Roma,Celik
16,Roma,Pellegrini Lo.
16,Roma,Cristante
16,Roma,Tahirovic
16,Roma,El Shaarawy
16,Roma,Zaniolo
16,Roma,Dybala
16,Bologna,Soriano
16,Bologna,Ferguson
16,Bologna,Orsolini
16,Bologna,Dominguez
16,Bologna,Medel
16,Bologna,Lykogiannis
16,Bologna,Lucumi'
16,Bologna,Soumaoro
16,Bologna,Posch
16,Bologna,Skorupski
16,Cremonese,Carnesecchi
16,Cremonese,Bianchetti
16,Cremonese,Ferrari A.
16,Cremonese,Lochoshvili
16,Cremonese,Sernicola
16,Cremonese,Pickel
16,Cremonese,Castagnetti
16,Cremonese,Meite'
16,Cremonese,Valeri
16,Cremonese,Dessers
16,Cremonese,Okereke
16,Juventus,Miretti
16,Juventus,Kostic
16,Juventus,Fagioli
16,Juventus,Locatelli
16,Juventus,Mckennie
16,Juventus,Soule'
16,Juventus,Danilo
16,Juventus,Bremer
16,Juventus,Gatti
16,Juventus,Szczesny
16,Fiorentina,Terracciano
16,Fiorentina,Dodo'
16,Fiorentina,Martinez Quarta
16,Fiorentina,Igor
16,Fiorentina,Biraghi
16,Fiorentina,Bianco
16,Fiorentina,Duncan
16,Fiorentina,Ikone'
16,Fiorentina,Barak
16,Fiorentina,Saponara
16,Fiorentina,Cabral
16,Monza,Caprari
16,Monza,Colpani
16,Monza,Carlos Augusto
16,Monza,Pessina
16,Monza,Ranocchia F.
16,Monza,Ciurria
16,Monza,Izzo
16,Monza,Caldirola
16,Monza,Marlon
16,Monza,Di Gregorio
16,Inter,Onana
16,Inter,Skriniar
16,Inter,Acerbi
16,Inter,Bastoni
16,Inter,Darmian
16,Inter,Mkhitaryan
16,Inter,Calhanoglu
16,Inter,Barella
16,Inter,Dimarco
16,Inter,Dzeko
16,Inter,Lukaku
16,Napoli,Osimhen
16,Napoli,Politano
16,Napoli,Zielinski
16,Napoli,Lobotka
16,Napoli,Zambo Anguissa
16,Napoli,Olivera
16,Napoli,Kim
16,Napoli,Rrahmani
16,Napoli,Di Lorenzo
16,Napoli,Meret
16,Udinese,Silvestri
16,Udinese,Perez N.
16,Udinese,Rodrigo Becao
16,Udinese,Ebosse
16,Udinese,Pereyra
16,Udinese,Lovric
16,Udinese,Walace
16,Udinese,Arslan
16,Udinese,Udogie
16,Udinese,Beto
16,Udinese,Success
16,Empoli,Caputo
16,Empoli,Baldanzi
16,Empoli,Akpa Akpro
16,Empoli,Grassi
16,Empoli,Marin
16,Empoli,Parisi
16,Empoli,Luperto
16,Empoli,Ismajli
16,Empoli,Stojanovic
16,Empoli,Vicario
17,Fiorentina,Terracciano
17,Fiorentina,Venuti
17,Fiorentina,Milenkovic
17,Fiorentina,Igor
17,Fiorentina,Biraghi
17,Fiorentina,Bianco
17,Fiorentina,Duncan
17,Fiorentina,Ikone'
17,Fiorentina,Bonaventura
17,Fiorentina,Kouame'
17,Fiorentina,Cabral
17,Sassuolo,Pinamonti
17,Sassuolo,Berardi
17,Sassuolo,Traore' Hj.
17,Sassuolo,Obiang
17,Sassuolo,Frattesi
17,Sassuolo,Rogerio
17,Sassuolo,Ferrari G.
17,Sassuolo,Ruan
17,Sassuolo,Toljan
17,Sassuolo,Consigli
17,Juventus,Szczesny
17,Juventus,Danilo
17,Juventus,Rugani
17,Juventus,Alex Sandro
17,Juventus,Mckennie
17,Juventus,Miretti
17,Juventus,Locatelli
17,Juventus,Rabiot
17,Juventus,Kostic
17,Juventus,Di Maria
17,Juventus,Kean
17,Udinese,Success
17,Udinese,Udogie
17,Udinese,Makengo
17,Udinese,Walace
17,Udinese,Lovric
17,Udinese,Pereyra
17,Udinese,Perez N.
17,Udinese,Bijol
17,Udinese,Rodrigo Becao
17,Udinese,Silvestri
17,Monza,Di Gregorio
17,Monza,Marlon
17,Monza,Mari'
17,Monza,Izzo
17,Monza,Birindelli
17,Monza,Pessina
17,Monza,Machin
17,Monza,Carlos Augusto
17,Monza,Ciurria
17,Monza,Petagna
17,Monza,Mota
17,Inter,Dzeko
17,Inter,Dimarco
17,Inter,Mkhitaryan
17,Inter,Calhanoglu
17,Inter,Barella
17,Inter,Darmian
17,Inter,Bastoni
17,Inter,Acerbi
17,Inter,Skriniar
17,Inter,Onana
17,Salernitana,Ochoa
17,Salernitana,Bronn
17,Salernitana,Daniliuc
17,Salernitana,Fazio
17,Salernitana,Candreva
17,Salernitana,Nicolussi Caviglia
17,Salernitana,Bohinen
17,Salernitana,Vilhena
17,Salernitana,Bradaric
17,Salernitana,Dia
17,Salernitana,Bonazzoli
17,Torino,Vlasic
17,Torino,Radonjic
17,Torino,Vojvoda
17,Torino,Lukic
17,Torino,Linetty
17,Torino,Lazaro
17,Torino,Buongiorno
17,Torino,Schuurs
17,Torino,Zima
17,Torino,Milinkovic-Savic V.
17,Lazio,Provedel
17,Lazio,Lazzari
17,Lazio,Casale
17,Lazio,Romagnoli
17,Lazio,Marusic
17,Lazio,Milinkovic-Savic
17,Lazio,Cataldi
17,Lazio,Luis Alberto
17,Lazio,Felipe Anderson
17,Lazio,Immobile
17,Lazio,Zaccagni
17,Empoli,Caputo
17,Empoli,Baldanzi
17,Empoli,Fazzini
17,Empoli,Grassi
17,Empoli,Marin
17,Empoli,Parisi
17,Empoli,Luperto
17,Empoli,Ismajli
17,Empoli,Stojanovic
17,Empoli,Vicario
17,Spezia,Dragowski
17,Spezia,Amian
17,Spezia,Kiwior
17,Spezia,Nikolaou
17,Spezia,Holm
17,Spezia,Bourabia
17,Spezia,Ampadu
17,Spezia,Bastoni S.
17,Spezia,Reca
17,Spezia,Nzola
17,Spezia,Gyasi
17,Lecce,Colombo
17,Lecce,Strefezza
17,Lecce,Maleh
17,Lecce,Blin
17,Lecce,Gonzalez J.
17,Lecce,Gallo
17,Lecce,Umtiti
17,Lecce,Baschirotto
17,Lecce,Gendrey
17,Lecce,Falcone
17,Sampdoria,Audero
17,Sampdoria,Murillo
17,Sampdoria,Nuytinck
17,Sampdoria,Murru
17,Sampdoria,Leris
17,Sampdoria,Vieira
17,Sampdoria,Rincon
17,Sampdoria,Augello
17,Sampdoria,Verre
17,Sampdoria,Gabbiadini
17,Sampdoria,Lammers
17,Napoli,Osimhen
17,Napoli,Politano
17,Napoli,Elmas
17,Napoli,Lobotka
17,Napoli,Zambo Anguissa
17,Napoli,Mario Rui
17,Napoli,Juan Jesus
17,Napoli,Kim
17,Napoli,Di Lorenzo
17,Napoli,Meret
17,Milan,Tatarusanu
17,Milan,Calabria
17,Milan,Kalulu
17,Milan,Tomori
17,Milan,Hernandez T.
17,Milan,Bennacer
17,Milan,Tonali
17,Milan,Saelemaekers
17,Milan,Diaz B.
17,Milan,Rafael Leao
17,Milan,Giroud
17,Roma,Dybala
17,Roma,Zaniolo
17,Roma,Zalewski
17,Roma,Cristante
17,Roma,Pellegrini Lo.
17,Roma,Celik
17,Roma,Ibanez
17,Roma,Smalling
17,Roma,Mancini
17,Roma,Rui Patricio
17,Verona,Montipo'
17,Verona,Dawidowicz
17,Verona,Hien
17,Verona,Ceccherini
17,Verona,Depaoli
17,Verona,Tameze
17,Verona,Ilic
17,Verona,Doig
17,Verona,Lazovic
17,Verona,Kallon
17,Verona,Djuric
17,Cremonese,Zanimacchia
17,Cremonese,Buonaiuto
17,Cremonese,Valeri
17,Cremonese,Castagnetti
17,Cremonese,Pickel
17,Cremonese,Sernicola
17,Cremonese,Lochoshvili
17,Cremonese,Bianchetti
17,Cremonese,Ferrari A.
17,Cremonese,Carnesecchi
17,Bologna,Skorupski
17,Bologna,Posch
17,Bologna,Lucumi'
17,Bologna,Soumaoro
17,Bologna,Lykogiannis
17,Bologna,Medel
17,Bologna,Dominguez
17,Bologna,Orsolini
17,Bologna,Ferguson
17,Bologna,Soriano
17,Bologna,Sansone
17,Atalanta,Hojlund
17,Atalanta,Pasalic
17,Atalanta,Ruggeri
17,Atalanta,Koopmeiners
17,Atalanta,De Roon
17,Atalanta,Hateboer
17,Atalanta,Scalvini
17,Atalanta,Palomino
17,Atalanta,Toloi
17,Atalanta,Musso
18,Napoli,Meret
18,Napoli,Di Lorenzo
18,Napoli,Rrahmani
18,Napoli,Kim
18,Napoli,Mario Rui
18,Napoli,Zambo Anguissa
18,Napoli,Lobotka
18,Napoli,Zielinski
18,Napoli,Politano
18,Napoli,Osimhen
18,Napoli,Kvaratskhelia
18,Juventus,Di Maria
18,Juventus,Kostic
18,Juventus,Rabiot
18,Juventus,Locatelli
18,Juventus,Mckennie
18,Juventus,Chiesa
18,Juventus,Alex Sandro
18,Juventus,Bremer
18,Juventus,Danilo
18,Juventus,Szczesny
18,Cremonese,Carnesecchi
18,Cremonese,Quagliata
18,Cremonese,Bianchetti
18,Cremonese,Ferrari A.
18,Cremonese,Ghiglione
18,Cremonese,Pickel
18,Cremonese,Meite'
18,Cremonese,Valeri
18,Cremonese,Tsadjout
18,Cremonese,Dessers
18,Cremonese,Okereke
18,Monza,Caprari
18,Monza,Ciurria
18,Monza,Carlos Augusto
18,Monza,Machin
18,Monza,Pessina
18,Monza,Birindelli
18,Monza,Caldirola
18,Monza,Mari'
18,Monza,Izzo
18,Monza,Di Gregorio
18,Lecce,Falcone
18,Lecce,Gendrey
18,Lecce,Baschirotto
18,Lecce,Umtiti
18,Lecce,Pezzella Giu.
18,Lecce,Gonzalez J.
18,Lecce,Hjulmand
18,Lecce,Blin
18,Lecce,Strefezza
18,Lecce,Colombo
18,Lecce,Di Francesco F.
18,Milan,Rafael Leao
18,Milan,Diaz B.
18,Milan,Saelemaekers
18,Milan,Bennacer
18,Milan,Pobega
18,Milan,Hernandez T.
18,Milan,Tomori
18,Milan,Kalulu
18,Milan,Calabria
18,Milan,Tatarusanu
18,Inter,Onana
18,Inter,Skriniar
18,Inter,Acerbi
18,Inter,Bastoni
18,Inter,Darmian
18,Inter,Gagliardini
18,Inter,Calhanoglu
18,Inter,Mkhitaryan
18,Inter,Dimarco
18,Inter,Martinez L.
18,Inter,Dzeko
18,Verona,Lazovic
18,Verona,Kallon
18,Verona,Doig
18,Verona,Ilic
18,Verona,Tameze
18,Verona,Depaoli
18,Verona,Ceccherini
18,Verona,Hien
18,Verona,Dawidowicz
18,Verona,Montipo'
18,Sassuolo,Pegolo
18,Sassuolo,Toljan
18,Sassuolo,Ruan
18,Sassuolo,Erlic
18,Sassuolo,Rogerio
18,Sassuolo,Frattesi
18,Sassuolo,Obiang
18,Sassuolo,Traore' Hj.
18,Sassuolo,Berardi
18,Sassuolo,Alvarez A.
18,Sassuolo,Lauriente'
18,Lazio,Immobile
18,Lazio,Felipe Anderson
18,Lazio,Luis Alberto
18,Lazio,Cataldi
18,Lazio,Milinkovic-Savic
18,Lazio,Marusic
18,Lazio,Romagnoli
18,Lazio,Casale
18,Lazio,Hysaj
18,Lazio,Provedel
18,Torino,Milinkovic-Savic V.
18,Torino,Djidji
18,Torino,Schuurs
18,Torino,Buongiorno
18,Torino,Singo
18,Torino,Lukic
18,Torino,Ricci S.
18,Torino,Vojvoda
18,Torino,Miranchuk
18,Torino,Vlasic
18,Torino,Sanabria
18,Spezia,Nzola
18,Spezia,Reca
18,Spezia,Agudelo
18,Spezia,Bourabia
18,Spezia,Ampadu
18,Spezia,Holm
18,Spezia,Nikolaou
18,Spezia,Caldara
18,Spezia,Amian
18,Spezia,Dragowski
18,Udinese,Silvestri
18,Udinese,Rodrigo Becao
18,Udinese,Bijol
18,Udinese,Perez N.
18,Udinese,Pereyra
18,Udinese,Lovric
18,Udinese,Walace
18,Udinese,Makengo
18,Udinese,Udogie
18,Udinese,Beto
18,Udinese,Success
18,Bologna,Aebischer
18,Bologna,Ferguson
18,Bologna,Orsolini
18,Bologna,Schouten
18,Bologna,Moro N.
18,Bologna,Lykogiannis
18,Bologna,Lucumi'
18,Bologna,Soumaoro
18,Bologna,Posch
18,Bologna,Skorupski
18,Atalanta,Musso
18,Atalanta,Toloi
18,Atalanta,Palomino
18,Atalanta,Scalvini
18,Atalanta,Zappacosta
18,Atalanta,De Roon
18,Atalanta,Koopmeiners
18,Atalanta,Ruggeri
18,Atalanta,Lookman
18,Atalanta,Hojlund
18,Atalanta,Boga
18,Salernitana,Dia
18,Salernitana,Bradaric
18,Salernitana,Vilhena
18,Salernitana,Nicolussi Caviglia
18,Salernitana,Coulibaly L.
18,Salernitana,Candreva
18,Salernitana,Pirola
18,Salernitana,Fazio
18,Salernitana,Lovato
18,Salernitana,Ochoa
18,Roma,Rui Patricio
18,Roma,Mancini
18,Roma,Smalling
18,Roma,Kumbulla
18,Roma,Celik
18,Roma,Cristante
18,Roma,Bove
18,Roma,Zalewski
18,Roma,Dybala
18,Roma,Pellegrini Lo.
18,Roma,Abraham
18,Fiorentina,Kouame'
18,Fiorentina,Bonaventura
18,Fiorentina,Ikone'
18,Fiorentina,Amrabat
18,Fiorentina,Duncan
18,Fiorentina,Biraghi
18,Fiorentina,Igor
18,Fiorentina,Milenkovic
18,Fiorentina,Dodo'
18,Fiorentina,Terracciano
18,Empoli,Vicario
18,Empoli,Ebuehi
18,Empoli,Ismajli
18,Empoli,Luperto
18,Empoli,Parisi
18,Empoli,Akpa Akpro
18,Empoli,Marin
18,Empoli,Bandinelli
18,Empoli,Baldanzi
18,Empoli,Caputo
18,Empoli,Satriano
18,Sampdoria,Gabbiadini
18,Sampdoria,Djuricic
18,Sampdoria,Augello
18,Sampdoria,Verre
18,Sampdoria,Vieira
18,Sampdoria,Leris
18,Sampdoria,Amione
18,Sampdoria,Colley
18,Sampdoria,Nuytinck
18,Sampdoria,Audero
19,Verona,Montipo'
19,Verona,Dawidowicz
19,Verona,Hien
19,Verona,Ceccherini
19,Verona,Depaoli
19,Verona,Tameze
19,Verona,Ilic
19,Verona,Doig
19,Verona,Lasagna
19,Verona,Lazovic
19,Verona,Djuric
19,Lecce,Colombo
19,Lecce,Strefezza
19,Lecce,Gonzalez J.
19,Lecce,Hjulmand
19,Lecce,Blin
19,Lecce,Gallo
19,Lecce,Umtiti
19,Lecce,Baschirotto
19,Lecce,Gendrey
19,Lecce,Falcone
19,Salernitana,Ochoa
19,Salernitana,Daniliuc
19,Salernitana,Gyomber
19,Salernitana,Pirola
19,Salernitana,Bradaric
19,Salernitana,Candreva
19,Salernitana,Coulibaly L.
19,Salernitana,Nicolussi Caviglia
19,Salernitana,Vilhena
19,Salernitana,Dia
19,Salernitana,Piatek
19,Napoli,Osimhen
19,Napoli,Lozano
19,Napoli,Zielinski
19,Napoli,Lobotka
19,Napoli,Zambo Anguissa
19,Napoli,Mario Rui
19,Napoli,Kim
19,Napoli,Rrahmani
19,Napoli,Di Lorenzo
19,Napoli,Meret
19,Fiorentina,Terracciano
19,Fiorentina,Venuti
19,Fiorentina,Milenkovic
19,Fiorentina,Igor
19,Fiorentina,Biraghi
19,Fiorentina,Amrabat
19,Fiorentina,Duncan
19,Fiorentina,Ikone'
19,Fiorentina,Bonaventura
19,Fiorentina,Saponara
19,Fiorentina,Kouame'
19,Torino,Vlasic
19,Torino,Miranchuk
19,Torino,Vojvoda
19,Torino,Ricci S.
19,Torino,Adopo
19,Torino,Singo
19,Torino,Rodriguez R.
19,Torino,Buongiorno
19,Torino,Djidji
19,Torino,Milinkovic-Savic V.
19,Sampdoria,Audero
19,Sampdoria,Nuytinck
19,Sampdoria,Colley
19,Sampdoria,Amione
19,Sampdoria,Leris
19,Sampdoria,Winks
19,Sampdoria,Djuricic
19,Sampdoria,Augello
19,Sampdoria,Sabiri
19,Sampdoria,Lammers
19,Sampdoria,Gabbiadini
19,Udinese,Beto
19,Udinese,Udogie
19,Udinese,Arslan
19,Udinese,Walace
19,Udinese,Samardzic
19,Udinese,Ehizibue
19,Udinese,Perez N.
19,Udinese,Bijol
19,Udinese,Rodrigo Becao
19,Udinese,Silvestri
19,Monza,Di Gregorio
19,Monza,Izzo
19,Monza,Marlon
19,Monza,Caldirola
19,Monza,Birindelli
19,Monza,Machin
19,Monza,Pessina
19,Monza,Carlos Augusto
19,Monza,Ciurria
19,Monza,Caprari
19,Monza,Petagna
19,Sassuolo,Defrel
19,Sassuolo,Berardi
19,Sassuolo,Traore' Hj.
19,Sassuolo,Obiang
19,Sassuolo,Frattesi
19,Sassuolo,Rogerio
19,Sassuolo,Ferrari G.
19,Sassuolo,Erlic
19,Sassuolo,Toljan
19,Sassuolo,Pegolo
19,Spezia,Dragowski
19,Spezia,Hristov
19,Spezia,Caldara
19,Spezia,Amian
19,Spezia,Holm
19,Spezia,Bourabia
19,Spezia,Ampadu
19,Spezia,Agudelo
19,Spezia,Reca
19,Spezia,Gyasi
19,Spezia,Verde
19,Roma,El Shaarawy
19,Roma,Dybala
19,Roma,Zalewski
19,Roma,Matic
19,Roma,Cristante
19,Roma,Celik
19,Roma,Ibanez
19,Roma,Smalling
19,Roma,Mancini
19,Roma,Rui Patricio
19,Juventus,Szczesny
19,Juventus,Danilo
19,Juventus,Bremer
19,Juventus,Alex Sandro
19,Juventus,Mckennie
19,Juventus,Fagioli
19,Juventus,Locatelli
19,Juventus,Rabiot
19,Juventus,Kostic
19,Juventus,Di Maria
19,Juventus,Milik
19,Atalanta,Lookman
19,Atalanta,Boga
19,Atalanta,Maehle
19,Atalanta,Ederson D.s.
19,Atalanta,De Roon
19,Atalanta,Hateboer
19,Atalanta,Scalvini
19,Atalanta,Palomino
19,Atalanta,Toloi
19,Atalanta,Musso
19,Bologna,Skorupski
19,Bologna,Posch
19,Bologna,Soumaoro
19,Bologna,Lucumi'
19,Bologna,Lykogiannis
19,Bologna,Ferguson
19,Bologna,Moro N.
19,Bologna,Dominguez
19,Bologna,Orsolini
19,Bologna,Soriano
19,Bologna,Barrow
19,Cremonese,Ciofani D.
19,Cremonese,Valeri
19,Cremonese,Meite'
19,Cremonese,Castagnetti
19,Cremonese,Pickel
19,Cremonese,Sernicola
19,Cremonese,Vasquez
19,Cremonese,Chiriches
19,Cremonese,Ferrari A.
19,Cremonese,Carnesecchi
19,Inter,Onana
19,Inter,Skriniar
19,Inter,De Vrij
19,Inter,Bastoni
19,Inter,Darmian
19,Inter,Barella
19,Inter,Calhanoglu
19,Inter,Mkhitaryan
19,Inter,Dimarco
19,Inter,Correa
19,Inter,Martinez L.
19,Empoli,Bajrami
19,Empoli,Cambiaghi
19,Empoli,Bandinelli
19,Empoli,Henderson L.
19,Empoli,Akpa Akpro
19,Empoli,Parisi
19,Empoli,Luperto
19,Empoli,De Winter
19,Empoli,Ebuehi
19,Empoli,Vicario
19,Lazio,Provedel
19,Lazio,Hysaj
19,Lazio,Casale
19,Lazio,Romagnoli
19,Lazio,Marusic
19,Lazio,Milinkovic-Savic
19,Lazio,Cataldi
19,Lazio,Luis Alberto
19,Lazio,Pedro
19,Lazio,Felipe Anderson
19,Lazio,Zaccagni
19,Milan,Rafael Leao
19,Milan,Diaz B.
19,Milan,Messias
19,Milan,Tonali
19,Milan,Bennacer
19,Milan,Dest
19,Milan,Tomori
19,Milan,Kalulu
19,Milan,Calabria
19,Milan,Tatarusanu
20,Bologna,Skorupski
20,Bologna,Posch
20,Bologna,Soumaoro
20,Bologna,Lucumi'
20,Bologna,Cambiaso
20,Bologna,Moro N.
20,Bologna,Schouten
20,Bologna,Orsolini
20,Bologna,Ferguson
20,Bologna,Soriano
20,Bologna,Zirkzee
20,Spezia,Gyasi
20,Spezia,Reca
20,Spezia,Kovalenko
20,Spezia,Ampadu
20,Spezia,Bourabia
20,Spezia,Holm
20,Spezia,Nikolaou
20,Spezia,Caldara
20,Spezia,Amian
20,Spezia,Dragowski
20,Lecce,Falcone
20,Lecce,Gendrey
20,Lecce,Baschirotto
20,Lecce,Umtiti
20,Lecce,Pezzella Giu.
20,Lecce,Blin
20,Lecce,Hjulmand
20,Lecce,Maleh
20,Lecce,Oudin
20,Lecce,Colombo
20,Lecce,Strefezza
20,Salernitana,Piatek
20,Salernitana,Vilhena
20,Salernitana,Coulibaly L.
20,Salernitana,Bohinen
20,Salernitana,Candreva
20,Salernitana,Bradaric
20,Salernitana,Bronn
20,Salernitana,Troost-Ekong
20,Salernitana,Sambia
20,Salernitana,Ochoa
20,Empoli,Vicario
20,Empoli,Ebuehi
20,Empoli,De Winter
20,Empoli,Luperto
20,Empoli,Cacace
20,Empoli,Akpa Akpro
20,Empoli,Marin
20,Empoli,Bandinelli
20,Empoli,Baldanzi
20,Empoli,Satriano
20,Empoli,Caputo
20,Torino,Vlasic
20,Torino,Radonjic
20,Torino,Vojvoda
20,Torino,Linetty
20,Torino,Ricci S.
20,Torino,Bayeye
20,Torino,Rodriguez R.
20,Torino,Schuurs
20,Torino,Buongiorno
20,Torino,Milinkovic-Savic V.
20,Cremonese,Carnesecchi
20,Cremonese,Bianchetti
20,Cremonese,Chiriches
20,Cremonese,Vasquez
20,Cremonese,Sernicola
20,Cremonese,Benassi
20,Cremonese,Castagnetti
20,Cremonese,Meite'
20,Cremonese,Valeri
20,Cremonese,Ciofani D.
20,Cremonese,Okereke
20,Inter,Dzeko
20,Inter,Dimarco
20,Inter,Mkhitaryan
20,Inter,Calhanoglu
20,Inter,Gagliardini
20,Inter,Dumfries
20,Inter,Bastoni
20,Inter,Acerbi
20,Inter,Darmian
20,Inter,Onana
20,Atalanta,Musso
20,Atalanta,Toloi
20,Atalanta,Scalvini
20,Atalanta,Djimsiti
20,Atalanta,Hateboer
20,Atalanta,De Roon
20,Atalanta,Koopmeiners
20,Atalanta,Maehle
20,Atalanta,Lookman
20,Atalanta,Hojlund
20,Atalanta,Boga
20,Sampdoria,Gabbiadini
20,Sampdoria,Djuricic
20,Sampdoria,Augello
20,Sampdoria,Rincon
20,Sampdoria,Winks
20,Sampdoria,Leris
20,Sampdoria,Murru
20,Sampdoria,Nuytinck
20,Sampdoria,Amione
20,Sampdoria,Audero
20,Milan,Tatarusanu
20,Milan,Calabria
20,Milan,Gabbia
20,Milan,Kalulu
20,Milan,Hernandez T.
20,Milan,Tonali
20,Milan,Krunic
20,Milan,Saelemaekers
20,Milan,De Ketelaere
20,Milan,Rebic
20,Milan,Giroud
20,Sassuolo,Defrel
20,Sassuolo,Berardi
20,Sassuolo,Traore' Hj.
20,Sassuolo,Obiang
20,Sassuolo,Frattesi
20,Sassuolo,Rogerio
20,Sassuolo,Marchizza
20,Sassuolo,Erlic
20,Sassuolo,Ruan
20,Sassuolo,Consigli
20,Juventus,Szczesny
20,Juventus,Gatti
20,Juventus,Bremer
20,Juventus,Danilo
20,Juventus,De Sciglio
20,Juventus,Fagioli
20,Juventus,Paredes
20,Juventus,Rabiot
20,Juventus,Kostic
20,Juventus,Di Maria
20,Juventus,Kean
20,Monza,Caprari
20,Monza,Pessina
20,Monza,Carlos Augusto
20,Monza,Rovella
20,Monza,Machin
20,Monza,Ciurria
20,Monza,Caldirola
20,Monza,Mari'
20,Monza,Izzo
20,Monza,Di Gregorio
20,Lazio,Provedel
20,Lazio,Marusic
20,Lazio,Casale
20,Lazio,Romagnoli
20,Lazio,Hysaj
20,Lazio,Milinkovic-Savic
20,Lazio,Cataldi
20,Lazio,Luis Alberto
20,Lazio,Pedro
20,Lazio,Felipe Anderson
20,Lazio,Zaccagni
20,Fiorentina,Jovic
20,Fiorentina,Kouame'
20,Fiorentina,Barak
20,Fiorentina,Amrabat
20,Fiorentina,Bonaventura
20,Fiorentina,Biraghi
20,Fiorentina,Ranieri L.
20,Fiorentina,Milenkovic
20,Fiorentina,Dodo'
20,Fiorentina,Terracciano
20,Napoli,Meret
20,Napoli,Di Lorenzo
20,Napoli,Kim
20,Napoli,Rrahmani
20,Napoli,Mario Rui
20,Napoli,Zambo Anguissa
20,Napoli,Lobotka
20,Napoli,Zielinski
20,Napoli,Lozano
20,Napoli,Osimhen
20,Napoli,Kvaratskhelia
20,Roma,Pellegrini Lo.
20,Roma,Dybala
20,Roma,Spinazzola
20,Roma,Matic
20,Roma,Cristante
20,Roma,Zalewski
20,Roma,Ibanez
20,Roma,Smalling
20,Roma,Mancini
20,Roma,Rui Patricio
20,Udinese,Silvestri
20,Udinese,Rodrigo Becao
20,Udinese,Bijol
20,Udinese,Perez N.
20,Udinese,Ehizibue
20,Udinese,Samardzic
20,Udinese,Walace
20,Udinese,Arslan
20,Udinese,Udogie
20,Udinese,Beto
20,Udinese,Success
20,Verona,Braaf
20,Verona,Lasagna
20,Verona,Lazovic
20,Verona,Sulemana I.
20,Verona,Tameze
20,Verona,Depaoli
20,Verona,Ceccherini
20,Verona,Hien
20,Verona,Magnani
20,Verona,Montipo'
21,Cremonese,Carnesecchi
21,Cremonese,Ferrari A.
21,Cremonese,Chiriches
21,Cremonese,Vasquez
21,Cremonese,Sernicola
21,Cremonese,Pickel
21,Cremonese,Benassi
21,Cremonese,Meite'
21,Cremonese,Valeri
21,Cremonese,Ciofani D.
21,Cremonese,Dessers
21,Lecce,Colombo
21,Lecce,Strefezza
21,Lecce,Gonzalez J.
21,Lecce,Hjulmand
21,Lecce,Blin
21,Lecce,Gallo
21,Lecce,Umtiti
21,Lecce,Baschirotto
21,Lecce,Gendrey
21,Lecce,Falcone
21,Roma,Rui Patricio
21,Roma,Mancini
21,Roma,Smalling
21,Roma,Ibanez
21,Roma,Zalewski
21,Roma,Cristante
21,Roma,Matic
21,Roma,El Shaarawy
21,Roma,Pellegrini Lo.
21,Roma,Dybala
21,Roma,Abraham
21,Empoli,Caputo
21,Empoli,Baldanzi
21,Empoli,Bandinelli
21,Empoli,Marin
21,Empoli,Akpa Akpro
21,Empoli,Parisi
21,Empoli,Luperto
21,Empoli,De Winter
21,Empoli,Ebuehi
21,Empoli,Vicario
21,Sassuolo,Consigli
21,Sassuolo,Zortea
21,Sassuolo,Erlic
21,Sassuolo,Ruan
21,Sassuolo,Rogerio
21,Sassuolo,Frattesi
21,Sassuolo,Obiang
21,Sassuolo,Matheus Henrique
